date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:47	23408/23408	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:12:34%20GMT	http://rachoudhury.com/foodshape/about.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/about.html	(from http://rachoudhury.com/foodshape/)
19:34:48	15803/15803	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:03:38%20GMT	http://rachoudhury.com/foodshape/history.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/history.html	(from http://rachoudhury.com/foodshape/)
19:34:48	17201/17201	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:05:36%20GMT	http://rachoudhury.com/foodshape/our-team.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/our-team.html	(from http://rachoudhury.com/foodshape/)
19:34:49	15022/15022	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:06:34%20GMT	http://rachoudhury.com/foodshape/pricing.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/pricing.html	(from http://rachoudhury.com/foodshape/)
19:34:50	28396/28396	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:11:44%20GMT	http://rachoudhury.com/foodshape/typed.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/typed.html	(from http://rachoudhury.com/foodshape/)
19:34:50	29493/29493	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:09:18%20GMT	http://rachoudhury.com/foodshape/slider.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/slider.html	(from http://rachoudhury.com/foodshape/)
19:34:51	20236/20236	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2000:51:40%20GMT	http://rachoudhury.com/foodshape/blog.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/blog.html	(from http://rachoudhury.com/foodshape/)
19:34:52	20434/20434	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:00:48%20GMT	http://rachoudhury.com/foodshape/blog-post.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/blog-post.html	(from http://rachoudhury.com/foodshape/)
19:34:52	12348/12348	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2001:01:52%20GMT	http://rachoudhury.com/foodshape/get-in_tuch.html	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/get-in_tuch.html	(from http://rachoudhury.com/foodshape/)
19:35:09	131084/131084	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/feature-image.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/feature-image.png	(from http://rachoudhury.com/foodshape/)
19:35:29	218217/218217	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/service-tab-img-01.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/service-tab-img-01.png	(from http://rachoudhury.com/foodshape/)
19:35:31	230033/230033	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/service-tab-img-03.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/service-tab-img-03.png	(from http://rachoudhury.com/foodshape/)
19:35:53	376160/376160	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/service-tab-img.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/service-tab-img.png	(from http://rachoudhury.com/foodshape/)
19:35:54	135906/135906	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/gallery-im-03.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/gallery-im-03.png	(from http://rachoudhury.com/foodshape/)
19:35:55	161671/161671	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/gallery-im-02.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/gallery-im-02.png	(from http://rachoudhury.com/foodshape/)
19:35:58	11947/11947	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/slider-img.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/slider-img.png	(from http://rachoudhury.com/foodshape/)
19:36:02	21789/21789	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/logo-01.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/logo-01.png	(from http://rachoudhury.com/foodshape/)
19:36:05	12419/12419	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/logo-04.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/logo-04.png	(from http://rachoudhury.com/foodshape/)
19:36:09	18975/18975	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Jul%202018%2002:17:26%20GMT	http://rachoudhury.com/foodshape/images/blog-img.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/blog-img.png	(from http://rachoudhury.com/foodshape/)
19:36:12	112624/112624	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/gallery-im-05.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/gallery-im-05.png	(from http://rachoudhury.com/foodshape/)
19:36:12	118722/118722	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/gallery-im-04.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/gallery-im-04.png	(from http://rachoudhury.com/foodshape/)
19:36:12	14305/14305	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-01.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-01.png	(from http://rachoudhury.com/foodshape/)
19:36:14	16558/16558	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-02.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-02.png	(from http://rachoudhury.com/foodshape/)
19:36:15	15103/15103	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-03.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-03.png	(from http://rachoudhury.com/foodshape/)
19:36:16	15894/15894	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-04.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-04.png	(from http://rachoudhury.com/foodshape/)
19:36:17	15461/15461	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-05.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-05.png	(from http://rachoudhury.com/foodshape/)
19:36:18	17418/17418	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-06.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-06.png	(from http://rachoudhury.com/foodshape/)
19:36:19	15398/15398	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-07.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-07.png	(from http://rachoudhury.com/foodshape/)
19:36:20	14221/14221	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-08.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-08.png	(from http://rachoudhury.com/foodshape/)
19:36:21	15332/15332	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-im-09.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-im-09.png	(from http://rachoudhury.com/foodshape/)
19:36:25	20337/20337	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/js/popper.min.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/popper.min.js	(from http://rachoudhury.com/foodshape/)
19:36:26	516197/516197	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/gallary-im-01.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/gallary-im-01.png	(from http://rachoudhury.com/foodshape/)
19:36:27	10371/10371	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/js/jquery.sticky.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/jquery.sticky.js	(from http://rachoudhury.com/foodshape/)
19:36:28	48944/48944	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/js/bootstrap.min.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/bootstrap.min.js	(from http://rachoudhury.com/foodshape/)
19:36:28	3949/3949	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Aug%202018%2019:15:56%20GMT	http://rachoudhury.com/foodshape/js/typed.min.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/typed.min.js	(from http://rachoudhury.com/foodshape/)
19:36:29	69917/69917	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/js/jquery-3.3.1.slim.min.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/jquery-3.3.1.slim.min.js	(from http://rachoudhury.com/foodshape/)
19:36:30	2791/2791	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Feb%202020%2000:13:00%20GMT	http://rachoudhury.com/foodshape/js/custrom.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/custrom.js	(from http://rachoudhury.com/foodshape/)
19:36:31	20219/20219	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/js/jquery.magnific-popup.min.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/jquery.magnific-popup.min.js	(from http://rachoudhury.com/foodshape/)
19:36:32	44342/44342	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/js/owl.carousel.min.js	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/js/owl.carousel.min.js	(from http://rachoudhury.com/foodshape/)
19:36:44	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/fontawesome-webfont3e6e.woff2	(from http://rachoudhury.com/foodshape/css/font-awesome.min.css)
19:36:48	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/fontawesome-webfont3e6e.woff	(from http://rachoudhury.com/foodshape/css/font-awesome.min.css)
19:36:54	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/fontawesome-webfont3e6e.svg	(from http://rachoudhury.com/foodshape/css/font-awesome.min.css)
19:37:01	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/fontawesome-webfont3e6e.eot	(from http://rachoudhury.com/foodshape/css/font-awesome.min.css)
19:37:01	27634/27634	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/Flaticon.eot	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/Flaticon.eot	(from http://rachoudhury.com/foodshape/fonts/flaticon.css)
19:37:01	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/fontawesome-webfont.eot?	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/fontawesome-webfontd41d.eot	(from http://rachoudhury.com/foodshape/css/font-awesome.min.css)
19:37:04	17892/17892	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/Flaticon.woff	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/Flaticon.woff	(from http://rachoudhury.com/foodshape/fonts/flaticon.css)
19:37:07	27634/27634	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/Flaticon.eot?	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/Flaticond41d.eot	(from http://rachoudhury.com/foodshape/fonts/flaticon.css)
19:37:08	27456/27456	---M--	200	added ('OK')	font/ttf	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/Flaticon.ttf	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/Flaticon.ttf	(from http://rachoudhury.com/foodshape/fonts/flaticon.css)
19:37:08	219844/219844	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/Flaticon.svg	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/Flaticon.svg	(from http://rachoudhury.com/foodshape/fonts/flaticon.css)
19:37:09	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Mar%202022%2022:06:30%20GMT	http://rachoudhury.com/foodshape/css/owl.video.play.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/css/owl.video.play.3d.delayed	(from http://rachoudhury.com/foodshape/css/owl.carousel.min.css)
19:37:13	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2024%20Jul%202018%2021:43:44%20GMT	http://rachoudhury.com/foodshape/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/fonts/fontawesome-webfont3e6e.ttf	(from http://rachoudhury.com/foodshape/css/font-awesome.min.css)
19:37:14	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Mar%202022%2022:06:30%20GMT	http://rachoudhury.com/foodshape/page%20to/header.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page%20to/header.41.delayed	(from http://rachoudhury.com/foodshape/css/style.css)
19:37:44	207608/207608	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/footer-bg.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/footer-bg.png	(from http://rachoudhury.com/foodshape/css/style.css)
19:37:56	289322/289322	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2021:43:46%20GMT	http://rachoudhury.com/foodshape/images/video-bg.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/video-bg.png	(from http://rachoudhury.com/foodshape/css/style.css)
19:38:24	166650/166650	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Jul%202018%2023:41:44%20GMT	http://rachoudhury.com/foodshape/page-to/team-02.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-02.png	(from http://rachoudhury.com/foodshape/about.html)
19:38:45	562890/562890	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Aug%202018%2018:44:24%20GMT	http://rachoudhury.com/foodshape/images/pricing-bg.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/pricing-bg.png	(from http://rachoudhury.com/foodshape/css/style.css)
19:38:52	169445/169445	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Jul%202018%2023:42:40%20GMT	http://rachoudhury.com/foodshape/page-to/team-04.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-04.png	(from http://rachoudhury.com/foodshape/about.html)
19:39:03	493008/493008	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Jul%202018%2023:40:08%20GMT	http://rachoudhury.com/foodshape/page-to/provaid-img.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/provaid-img.png	(from http://rachoudhury.com/foodshape/about.html)
19:39:15	189123/189123	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Jul%202018%2023:42:20%20GMT	http://rachoudhury.com/foodshape/page-to/team-03.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-03.png	(from http://rachoudhury.com/foodshape/about.html)
19:39:22	181939/181939	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Jul%202018%2023:41:00%20GMT	http://rachoudhury.com/foodshape/page-to/team-01.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-01.png	(from http://rachoudhury.com/foodshape/about.html)
19:39:27	144157/144157	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Aug%202018%2013:51:18%20GMT	http://rachoudhury.com/foodshape/images/history-01.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/history-01.png	(from http://rachoudhury.com/foodshape/history.html)
19:39:44	172974/172974	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Aug%202018%2013:43:50%20GMT	http://rachoudhury.com/foodshape/images/history-gallery-im-01.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/history-gallery-im-01.png	(from http://rachoudhury.com/foodshape/history.html)
19:39:49	169268/169268	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Aug%202018%2013:45:10%20GMT	http://rachoudhury.com/foodshape/images/history-gallery-im-02.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/history-gallery-im-02.png	(from http://rachoudhury.com/foodshape/history.html)
19:39:58	190086/190086	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Aug%202018%2013:45:58%20GMT	http://rachoudhury.com/foodshape/images/history-gallery-im-03.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/history-gallery-im-03.png	(from http://rachoudhury.com/foodshape/history.html)
19:40:13	175690/175690	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Aug%202018%2013:46:14%20GMT	http://rachoudhury.com/foodshape/images/history-gallery-im-04.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/history-gallery-im-04.png	(from http://rachoudhury.com/foodshape/history.html)
19:40:13	146144/146144	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Aug%202018%2016:42:50%20GMT	http://rachoudhury.com/foodshape/page-to/team-05.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-05.png	(from http://rachoudhury.com/foodshape/our-team.html)
19:40:22	145927/145927	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Aug%202018%2016:43:12%20GMT	http://rachoudhury.com/foodshape/page-to/team-06.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-06.png	(from http://rachoudhury.com/foodshape/our-team.html)
19:40:22	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Mar%202022%2022:06:30%20GMT	http://rachoudhury.com/foodshape/images/service-tab-img-02.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/service-tab-img-02.51.delayed	(from http://rachoudhury.com/foodshape/typed.html)
19:40:33	123002/123002	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Aug%202018%2016:43:32%20GMT	http://rachoudhury.com/foodshape/page-to/team-07.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-07.png	(from http://rachoudhury.com/foodshape/our-team.html)
19:40:37	146297/146297	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Aug%202018%2016:45:50%20GMT	http://rachoudhury.com/foodshape/page-to/team-08.png	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/page-to/team-08.png	(from http://rachoudhury.com/foodshape/our-team.html)
19:40:40	43567/43567	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Apr%202018%2009:14:56%20GMT	http://rachoudhury.com/foodshape/images/blog/blog-04.jpg	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/blog/blog-04.jpg	(from http://rachoudhury.com/foodshape/blog.html)
19:40:40	109487/109487	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Apr%202018%2009:14:56%20GMT	http://rachoudhury.com/foodshape/images/blog/blog-02.jpg	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/blog/blog-02.jpg	(from http://rachoudhury.com/foodshape/blog.html)
19:40:42	4457/4457	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Apr%202018%2009:14:58%20GMT	http://rachoudhury.com/foodshape/images/blog/recent-01.jpg	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/blog/recent-01.jpg	(from http://rachoudhury.com/foodshape/blog.html)
19:40:52	92708/92708	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Apr%202018%2009:14:56%20GMT	http://rachoudhury.com/foodshape/images/blog/blog-03.jpg	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/blog/blog-03.jpg	(from http://rachoudhury.com/foodshape/blog.html)
19:40:55	75752/75752	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Apr%202018%2009:14:56%20GMT	http://rachoudhury.com/foodshape/images/blog/post-02.jpg	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/blog/post-02.jpg	(from http://rachoudhury.com/foodshape/blog-post.html)
19:40:56	98334/98334	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Apr%202018%2009:14:56%20GMT	http://rachoudhury.com/foodshape/images/blog/blog-01.jpg	C:/Users/user/Desktop/foodshape/rachoudhury.com/foodshape/images/blog/blog-01.jpg	(from http://rachoudhury.com/foodshape/blog.html)
